id,post_time,content,rise,post_id,segmented_content
1692150043607_mobileR,2023-08-16,應該是道歉 當作沒這回事 [偷笑],1.0,123285,"['應該', '是', '道歉', ' ', '當作', '沒', '這', '回', '事', ' ', '[', '偷笑', ']']"
1655704862970_F01,2022-06-20,<BR>讚,-1.0,76171,"['<', 'BR', '>', '讚']"
1657753834151_PTT02R,2022-07-14,"原文標題：


國安基金護盤順風車／金控股全漲！躍市場寵兒　逾半漲幅2%起跳

原文連結：


https://bit.ly/3ANFGuD

發布時間：


2022-07-14 06:30
記者署名：

記者陳依旻／台北報導

原文內容：

國安基金護盤順風車／金控股全漲！躍市場寵兒　逾半漲幅2%起跳

2022-07-14 06:30

https://i.imgur.com/KwqcstK.jpg

▲金融股7月13日漲幅。（圖／記者陳依旻製表）

記者陳依旻／台北報導

金融股搶搭國安基金順風車！大型金控股昨（14）日一改頹勢，全部上揚，富邦金、兆豐金
、開發金收盤大漲超過4%。

近期台股大幅震盪，跌破萬四大關重挫許多投資人信心，讓國安基金一之間從暫不進場改成
決議進場護盤，由於過去進場有6次都成功拉抬指數、獲利出場，且金融族群向來是標的之
一，吸引許多投資人搶搭護盤順風車。

官股金控市值最大的兆豐金因資金挹注，昨日股價強漲逾4%，盤中一度來到35.25元。

金控雙雄歷來也是國安基金護盤的選項之一，富邦金大漲逾5%拿下第一，股價在最高衝上59
.4元；國泰金也不惶多讓，終場勁揚逾3%，其餘開發金、元大金、第一金、台新金等漲勢也
相當強勁，紛紛站上3%以上。

總結7月13日金融股漲幅依序為富邦金（5.20%）、兆豐金（4.19%）、開發金（4.07%）、國
泰金（3.88%）、元大金（3.4%）、第一金（3.27%）、台新金（3.03%）、新光金（2.8%）
、華南金（2.8%）、合庫金（2.58%）。

雖然金融股搶搭國安基金順風車全線上漲，但凱基投顧提醒，國安基金確實短期可提升股市
信心，「但保鮮期恐怕只有1到3週」，故維持對台股中長期偏空的看法不變。

心得/評論：


新聞不出來還沒事，現在六點半一口氣兩篇買榜倒是嚇到我了。反過來說這是一種【這次金
電救不回來，就大家一起下去。】

https://i.imgur.com/SgecTbC.jpg

老江湖的黑話吔？法王子救我！

https://youtu.be/KzUQLXhmki4

文昭那邊已經有大局底定的看法了

https://youtu.be/ht99PQc6JOk


--
",1.0,137539,"['原文', '標題', '：', '   ', '國安基金', '護盤', '順風車', '／', '金控股', '全', '漲', '！', '躍', '市場', '寵兒', ' ', '逾', '半', '漲幅', '2', '%', '起跳', ' ', ' ', '原文', '連結', '：', '   ', 'https://bit.ly/3ANFGuD', '  ', '發布', '時間', '：', ' ', ' ', ' ', '2022', '-', '07', '-', '14', ' ', '06', ':', '30', ' ', '記者', '署名', '：', ' ', ' ', '記者', '陳依旻', '／', '台北', '報導', '  原文', '內容', '：', '  國安基金', '護盤', '順風車', '／', '金控股', '全', '漲', '！', '躍', '市場', '寵兒', ' ', '逾', '半', '漲幅', '2', '%', '起跳', ' ', ' ', '2022', '-', '07', '-', '14', ' ', '06', ':', '30', ' ', ' ', 'https://i.imgur.com/KwqcstK']"
1678870720267_F0DCU,2023-03-15,"B24 那有賺到開盤這個跳空嗎🙃
去年做過陽明就覺得沒什麼肉
而且股息會被扣稅",1.0,36808,"['B', '24', ' ', '那', '有', '賺到', '開盤', '這', '個', '跳空', '嗎', '🙃', ' ', '去年', '做', '過', '陽明', '就', '覺得', '沒', '什麼', '肉', ' ', '而且', '股息', '會', '被', '扣稅']"
1690232887102_F0DCU,2023-07-24,本多終勝,-1.0,48299,"['本', '多終勝']"
1655995267803_F01,2022-06-23,你仔細看那美國大盤的圖其實還蠻常發生失落的十年。也就是十年的報酬是零。大概是這樣你才買債券。也聽綠角的文章說過買債券未必會輸。大概是這個意思。網上很多存金融股和電信股主要是他們認為這些股票很抗跌。這是他們的邏輯。大概是大盤大起大落的他們受不了。,-1.0,77545,"['你', '仔細', '看', '那', '美國', '大盤', '的', '圖', '其實', '還', '蠻', '常', '發生', '失落', '的', '十', '年', '。', '也', '就是', '十', '年', '的', '報酬', '是', '零', '。', '大概', '是', '這樣', '你', '才', '買', '債券', '。', '也', '聽', '綠角', '的', '文章', '說', '過', '買', '債券', '未', '必', '會', '輸', '。', '大概', '是', '這', '個', '意思', '。', '網', '上', '很多', '存', '金融股', '和', '電信股', '主要', '是', '他們', '認為', '這些', '股票', '很', '抗跌', '。', '這', '是', '他們', '的', '邏輯', '。', '大概', '是', '大盤', '大起大落', '的', '他們', '受不了', '。']"
1690309975893_F0DCU,2023-07-25,"難道這就是所謂的人財兩失嗎！
https://sticker-assets.dcard.tw/images/6281a899-3b99-4534-b7f8-500fed7aab9a/orig.png",-1.0,48836,"['難道', '這', '就是', '所謂', '的', '人財', '兩失', '嗎', '！', ' ', 'https', ':', '/', '/sticker-assets.dcard.tw/images/6281a899-3b99-4534-b7f8-500fed7aab9a/orig.png']"
1695719221976_mobileR,2023-09-26,耐的住苦悶和不自由，扛的住不合理要求和壓力，這種人就非常適合從事志願役,1.0,126066,"['耐', '的', '住', '苦悶', '和', '不自由', '，', '扛', '的', '住', '不', '合理', '要求', '和', '壓力', '，', '這', '種', '人', '就', '非常', '適合', '從事', '志願役']"
1695824740630_mobileM,2023-09-27,"就看你想過怎樣的日子而已 我一個同學靠低收跟中度殘障補助(記得每個月好像不到萬元) 國中畢業後沒多久就躁鬱症進精神醫療所住了幾年 出院後從來沒工作過也沒人敢請 現在靠著藥物控制得很好 每天遊手好閒的玩遊戲跟騎腳踏車閒晃 直接過著退休人生 但需要過著無所求的日子 這點很難,我根本做不到",1.0,126454,"['就', '看', '你', '想', '過', '怎樣', '的', '日子', '而', '已', ' ', '我', '一', '個', '同學', '靠', '低收', '跟', '中度', '殘障', '補助', '(', '記得', '每', '個', '月', '好像', '不', '到', '萬', '元', ')', ' ', '國中', '畢業', '後', '沒', '多久', '就', '躁鬱症', '進', '精神', '醫療', '所', '住', '了', '幾', '年', ' ', '出院', '後', '從來', '沒', '工作', '過', '也', '沒', '人', '敢', '請', ' ', '現在', '靠', '著', '藥物', '控制', '得', '很', '好', ' ', '每天', '遊手', '好', '閒', '的', '玩', '遊戲', '跟', '騎', '腳踏車', '閒晃', ' ', '直接', '過', '著', '退休', '人生', ' ', '但', '需要', '過', '著', '無所', '求', '的', '日子', ' ', '這點', '很', '難', ',', '我', '根本', '做', '不', '到']"
1698884876771_F0DCU,2023-11-01,"如果有在找手續費折扣多的券商
歡迎聯繫我～",1.0,65041,"['如果', '有', '在', '找', '手續費', '折扣', '多', '的', '券商', ' ', '歡迎', '聯繫', '我', '～']"
1690588305384_F0DCU,2023-07-28,去世時，複委託還是比較方便家人處理,-1.0,51491,"['去世', '時', '，', '複', '委託', '還是', '比較', '方便', '家人', '處理']"
1656032687021_F01,2022-06-24,應該是吧，我媽進場撿台積電了。,-1.0,77673,"['應該', '是', '吧', '，', '我', '媽', '進場', '撿台', '積電', '了', '。']"
1672416955183_mobileR,2022-12-30,還在橫盤走沒真的破下去啊，應該不久了,1.0,101275,"['還', '在', '橫盤', '走', '沒', '真的', '破下去', '啊', '，', '應該', '不久', '了']"
1671054491754_F0DCU,2022-12-15,等大漲後換，也有很大的機會換完穩穩往下跌吧,-1.0,30633,"['等', '大漲', '後', '換', '，', '也', '有', '很', '大', '的', '機會', '換完', '穩穩', '往', '下跌', '吧']"
1698730641549_mobileM,2023-10-31,nan,1.0,128616,['nan']
1695349990240_mobileR,2023-09-22,偶需要解大盤嗎？偶需要分析個股嗎？通通不用。,1.0,125119,"['偶', '需要', '解', '大盤', '嗎', '？', '偶', '需要', '分析', '個', '股', '嗎', '？', '通通', '不用', '。']"
1686555531314_F02_dcard,2023-06-12,"17000近在眼前，今日16999
18000何時呢😂？

#純聊天別砲我",1.0,45709,"['17000', '近', '在', '眼前', '，', '今日', '16999', ' ', '18000', '何時', '呢', '😂', '？', ' ', ' ', '#', '純', '聊', '天別', '砲', '我']"
1705554854303_PTT02R,2024-01-18,"原文標題：政院：股市若有非理性波動 將採穩定市場措施

原文連結：https://www.cna.com.tw/news/aipl/202401180079.aspx

發布時間：2024-1-18

記者署名：賴于榛

原文內容：

近日台股走跌，行政院發言人林子倫今天說，台灣經濟發展基本面仍是穩固，尊重市場運
作機制，不過未來股市若有非理性波動情況，必要時政府也會採取穩定市場措施，民眾不
用過度恐慌。

面對台股選後走跌，林子倫今天主持政院會後記者會時指出，台灣是民主自由國家，尊重
市場運作機制，近期因國際局勢持續動盪，造成台灣股市市場有波動情形，證交所及相關
部會已掌握相關事項對台灣股市的影響。

他也說，台灣經濟情況回升，顯示經濟發展基本面仍是穩固，不過，未來股市若有非理性
波動情況，必要時各相關單位會採取穩定市場的措施，民眾不用過度恐慌；台灣證券交易
所昨天也表示，近年台股資本市場與國際連結程度日增，當國際出現重大事件時，指數可
能與全球市場連動，但台股基本面穩固，投資人應理性面對近期波動。

另外，核二核三延役議題獲高度關注，台電代理董事長曾文生昨天表示，核電廠延役須修
改「核子反應器設施管制法」，若新國會有提出，台電都會做足評估工作與報告。

林子倫今天回應媒體提問時則說，為讓台灣持續接軌國際，政府朝向2050淨零碳排政策不
變，至於在野黨曾多次提出核電相關議題，政府會就未來各項能源政策方向，密切與國會
進行充分溝通與討論，確保台灣能源供應穩定，永續發展。

他也說，電價是否調整有既定機制，經濟部會持續追蹤國際燃料價格，政院也會尊重電價
審議委員會的專業決定。


心得/評論：

沒想到連盤中都可以被主管機關端一碗麵
又是有政府好安心了

但文章也提到了
最近電價可能會漲價跟核二核三是否延役的議題
這...應該也算基本面裡面吧

--
",1.0,148294,"['原文', '標題', '：', '政院', '：', '股市', '若', '有', '非', '理性', '波動', ' ', '將', '採', '穩定', '市場', '措施', ' ', ' ', '原文', '連結', '：', 'https://www.cna.com.tw/news/aipl/202401180079.aspx', ' ', ' ', '發布', '時間', '：', '2024', '-', '1', '-', '18', '  ', '記者', '署名', '：', '賴于榛  原文', '內容', '：', '  ', '近日', '台股', '走跌', '，', '行政院', '發言人', '林子倫', '今天', '說', '，', '台灣', '經濟', '發展', '基本面', '仍', '是', '穩固', '，', '尊重', '市場', '運', ' 作', '機制', '，', '不過', '未來', '股市', '若', '有', '非', '理性', '波動', '情況', '，', '必要', '時', '政府', '也', '會', '採取', '穩定', '市場', '措施', '，', '民眾', '不', ' ', '用過']"
1695803684027_F0DCU,2023-09-27,歡迎小熊回來~~~~,1.0,61628,"['歡迎', '小熊', '回來', '~', '~', '~', '~']"
1686100164339_F02_dcard,2023-06-07,"最近兩天都在橫盤 就沒有太多的操作，科技股已經開始沒有力，準備盤頂了，昨晚羅素單沒有抱好太可惜了，但沒關係繼續等待機會。

距離目標-8566
https://megapx-assets.dcard.tw/images/1df927e7-2371-4d11-9e51-282452d02f7f/orig.jpeg",1.0,43849,"['最近', '兩', '天', '都', '在', '橫盤', ' ', '就', '沒有', '太多', '的', '操作', '，', '科技股', '已經', '開始', '沒有力', '，', '準備', '盤頂', '了', '，', '昨晚', '羅素單', '沒有', '抱好', '太', '可惜', '了', '，', '但', '沒', '關係', '繼續', '等待', '機會', '。', ' ', ' ', '距離', '目標', '-', '8566', ' ', 'https', ':', '/', '/', 'megapx-assets.dcard.tw/images/1df927e', '7', '-', '2371', '-', '4', 'd11-9e51-282452d02f7f/orig.jpeg']"
1704452503751_PTT02R,2024-01-05,"八卦版有一篇

提到鞋業最近越來越慘淡

有人提到會買鞋的都嘛年輕人居多

少子化年輕人越來越少

鞋業以後倒越來越多家是可預知的

那少子化後什麼產業會越來越好？

另，少子化後，股市會不會也越來越慘淡？

買指數型股票會不會也越買越跌？

很多股市偉人先人都鼓吹買指數型股票

但他們並沒有經歷過少子化的年代

少子化可能是近三四千人類文化第一次發生吧



ps.有人提到人類遠古文明後來會消失，可能那時候也因為怎樣而少子化




",1.0,148269,"['八卦版', '有', '一', '篇', '  ', '提到', '鞋業', '最近', '越來越', '慘', '淡', ' ', ' ', '有', '人', '提到', '會', '買', '鞋', '的', '都', '嘛', '年輕人', '居多', '  ', '少子', '化', '年輕人', '越來越', '少', ' ', ' ', '鞋業', '以後', '倒', '越來越', '多', '家', '是', '可', '預知', '的', '  那', '少子', '化', '後', '什麼', '產業', '會', '越來越', '好', '？', ' ', ' ', '另', '，', '少子', '化', '後', '，', '股市', '會', '不會', '也', '越來越', '慘淡', '？', '  ', '買', '指數型', '股票', '會', '不會', '也', '越', '買', '越', '跌', '？', ' ', ' ', '很多', '股市', '偉人', '先人', '都', '鼓吹', '買', '指數型', '股票', ' ', ' ', '但', '他們', '並', '沒有', '經歷', '過', '少子', '化', '的', '年代', '  ', '少子', '化', '可能', '是', '近', '三四千', '人類', '文化', '第一', '次', '發生', '吧', ' ', '   ', 'ps', '.', '有', '人', '提到', '人類', '遠古', '文明', '後來', '會', '消失']"
1690392529568_F0DCU,2023-07-26,從49抱到現在，什麼鬼故事沒聽過，目前穩穩抱著23張，不設高點,-1.0,50173,"['從', '49', '抱到', '現在', '，', '什麼', '鬼', '故事', '沒', '聽', '過', '，', '目前', '穩穩', '抱', '著', '23', '張', '，', '不', '設', '高點']"
1657076945015_F01,2022-07-06,加碼了嗎？,1.0,80340,"['加碼', '了', '嗎', '？']"
1705562526450_mobileR,2024-01-18,看來過年要休很大了,1.0,131600,"['看來', '過年', '要', '休', '很', '大', '了']"
1649920791365_F0DCU,2022-04-14,"https://i.imgur.com/BDpW7qc.jpg
基準價壓力這麼小還上不去，明天變大後看看會不會上去。",-1.0,5614,"['https', ':', '/', '/', 'i.imgur.com/BDpW7qc.jpg', ' ', '基準價', '壓力', '這麼', '小', '還', '上不去', '，', '明天', '變大', '後', '看看', '會', '不會', '上去', '。']"
1684374313723_F02_dcard,2023-05-18,"Option #1: 賴清德
Option #2: 侯友宜
Option #3: 柯文哲",1.0,41468,"['Option', ' ', '#', '1', ':', ' ', '賴清德', ' ', 'Option', ' ', '#', '2', ':', ' ', '侯友宜', ' ', 'Option', ' ', '#', '3', ':', ' ', '柯文哲']"
1691015943740_F0DCU,2023-08-02,"之後會在這邊跟大家分享
怎麼加倍股息的方法
未來有興趣的可以先追蹤我的卡稱
這樣就不會錯過之後的文章囉！",-1.0,54328,"['之後', '會', '在', '這邊', '跟', '大家', '分享', ' ', '怎麼', '加倍', '股息', '的', '方法', ' ', '未來', '有', '興趣', '的', '可以', '先', '追蹤', '我', '的', '卡稱', ' ', '這樣', '就', '不會', '錯過', '之後', '的', '文章', '囉', '！']"
1698731240097_PTT02R,2023-10-31,"中國近幾個月是多事之秋，若還沒有陷入衰退，也 100% 在衰退路上

有以下原因


1. 消費者信心盡失

中國經濟的高速成長很大部分仰賴房地產，其中的借貸循環和無限槓桿更是一絕

但近年爆出多起房產商債務危機以及爛尾樓，使得房地產市場極凍


第二是驚人的 CPI 和 PPI，CPI九月年增 0%

在解封後一般預期中國消費會爆發性復甦，事實卻正好相反


此外，從 A 股走勢也可以看出投資信心受到打擊，這個和等等要講的互為表裡

投資信心的部分也可以看中國最近的 M1 - M2 自 22 年初隱隱有擴大的趨勢


2. 貨幣政策失效

中國央行這年以來已經降準 2 次、逆回購操作、增發國債等行為

無外乎就是拯救市場信心、增加流動性

但 A 股幾乎沒有受到激勵，一度破 3000 點回測 2900，此外人民幣也跌跌不休


3. 債務炸彈

這個我才疏學淺，看到的和大家一樣，除了城投債和兩大地產商破產違約外

其實很難評估這二十年來中國到底隱藏了多少債務

尤其是中國舉國上下，從地產商到平民百姓，無一不大量使用槓桿

這裡就不展開說明，就是提一下支撐結論



4. 流動性陷阱

1 + 2 + 3 導致流動性陷阱，其中 2 是果也是因

直覺的推論是，由於預期未來經濟衰退、市場信心喪失以及債務問題

大量資產會遭到拋售(或是現在進行式)或重新評價，導致各行各業踩入流動性陷阱

這也是為什麼 2 會持續發生，而且我認為中國央行還會有更激進的行動


陷入流動性陷阱是槓桿的最大敵人，一旦喪失流動性，槓桿就是破裂的時候

中國若槓桿破裂，實在是一個難以想像的世界末日



綜上所述，我認為

失去了中國消費市場的消費電子這兩年不會太好

有大量曝險的金融業不會好

以此類推

比較重要的是因為中國政經動盪以及美中關係急凍

外資可能會進一步提高對台灣市場的風險溢價



感覺延伸下去還可以再講不少，但可惜我經驗和能力都不足

希望有高手可以再指點，譬如這邊去推算美國經濟前景應該也是可行的


--
",1.0,147684,"['中國', '近', '幾', '個', '月', '是', '多', '事', '之', '秋', '，', '若', '還', '沒有', '陷入', '衰退', '，', '也', ' ', '100', '%', ' ', '在', '衰退', '路', '上', ' ', ' ', '有', '以下', '原因', ' ', ' ', ' ', '1', '.', ' ', '消費者', '信心', '盡失', ' ', ' ', '中國', '經濟', '的', '高速', '成長', '很', '大', '部分', '仰賴', '房地產', '，', '其中', '的', '借貸', '循環', '和', '無限', '槓桿', '更', '是', '一絕', ' ', ' ', '但', '近年', '爆出', '多', '起', '房產商', '債務', '危機', '以及', '爛', '尾樓', '，', '使得', '房地產', '市場', '極', '凍', '  ', ' ', '第二', '是', '驚人', '的', ' ', 'CPI', ' ', '和', ' ', 'PPI', '，', 'CPI', '九月年', '增', ' ', '0', '%', ' ', ' ', '在', '解封', '後', '一般', '預期', '中國', '消費會', '爆發性', '復甦', '，', '事實', '卻', '正', '好', '相', '反', '  ', ' 此外', '，', '從', ' ', 'A', ' ', '股', '走勢', '也', '可以', '看出', '投資信']"
1701759356475_mobileM,2023-12-05,"你看看e04哥還故意在 幹 前後空格,  是多喜歡e04(動詞)8K哥阿",1.0,130679,"['你', '看看', 'e', '04', '哥', '還', '故意', '在', ' ', '幹', ' ', '前後', '空格', ',', ' ', ' ', '是', '多', '喜歡', 'e', '04', '(', '動詞', ')', '8', 'K', '哥阿']"
1665790233816_F0DCU,2022-10-13,重點在十月。,-1.0,26774,"['重點', '在', '十月', '。']"
1648600712256_F01,2022-03-30,不是男方沒100萬的問題而分手吧<BR>是女方找到更大隻的或是找到富爸爸,-1.0,70458,"['不', '是', '男方', '沒', '100萬', '的', '問題', '而', '分手', '吧', '<', 'BR', '>', '是', '女方', '找到', '更', '大', '隻', '的', '或是', '找到', '富', '爸爸']"
1655838956358_F0DCU,2022-06-21,"面板中國殺價競爭
不建議價值投資
這股利不穩也不建議存股
目前點位在四面楚歌
也不宜做短
要馬等反彈要馬放著給自己以後看了會心一笑要馬認賠殺出
換股操作先練好
不然換一間套房住而已",-1.0,13324,"['面板', '中國', '殺價', '競爭', ' ', '不', '建議', '價值', '投資', ' ', '這', '股利', '不穩', '也', '不', '建議', '存股', ' ', '目前', '點位', '在', '四面', '楚歌', ' ', '也', '不宜', '做', '短', ' ', '要', '馬', '等', '反彈', '要', '馬', '放', '著', '給', '自己', '以後', '看', '了', '會心', '一', '笑', '要', '馬', '認賠', '殺出', ' ', '換股', '操作', '先', '練好', ' ', '不然', '換', '一', '間', '套房', '住', '而已']"
1650018729195_F0DCU,2022-04-15,真的是活該,-1.0,6104,"['真的', '是', '活', '該']"
1664860511632_mobileM,2022-10-04,現在的情況是 美國想依靠中國的生產力  但是中國不想給美國依靠  這不是美國要不要的問題 是中國不想給    去全球化不是美國單方面主導 而是世界各國目前發展的趨勢,-1.0,85921,"['現在', '的', '情況', '是', ' ', '美國', '想', '依靠', '中國', '的', '生產力', ' ', ' ', '但是', '中國', '不', '想', '給', '美國', '依靠', ' ', ' ', '這', '不', '是', '美國', '要', '不要', '的', '問題', ' ', '是', '中國', '不', '想', '給', '    ', '去', '全球化', '不', '是', '美國', '單方面', '主導', ' ', '而是', '世界', '各', '國', '目前', '發展', '的', '趨勢']"
1667507500411_F0DCU,2022-11-04,++,1.0,29216,"['+', '+']"
1706285575439_F0DCU,2024-01-26,這邊永豐可以幫您爭取更低的喔！可以找我聊聊🙌🏻,1.0,68168,"['這邊', '永豐', '可以', '幫', '您', '爭取', '更', '低', '的', '喔', '！', '可以', '找', '我', '聊聊', '🙌', '🏻']"
1665153287490_mobileR,2022-10-07,全球多數國家都有勞退基金，以新加坡淡馬錫為例，年化報酬率14%，成立目的是要賺錢，保障退休者權益，不是護盤給人提款! 國安基金這類缺乏程序正義的機構，你也能講得這麼開心! 敝人只能佩服! [^++^],-1.0,87232,"['全球', '多數', '國家', '都', '有', '勞退', '基金', '，', '以', '新加坡', '淡馬錫', '為', '例', '，', '年化', '報酬率', '14', '%', '，', '成立', '目的', '是', '要', '賺錢', '，', '保障', '退休', '者', '權益', '，', '不', '是', '護盤', '給', '人', '提款', '!', ' ', '國安', '基金', '這', '類', '缺乏', '程序', '正義', '的', '機構', '，', '你', '也', '能', '講', '得', '這麼', '開心', '!', ' ', '敝人', '只', '能', '佩服', '!', ' ', '[', '^', '+', '+', '^', ']']"
1686570608734_F0DCUNEW,2023-05-23,我是00713+00919,1.0,42860,"['我', '是', '00713', '+', '00919']"
1652790182865_F01,2022-05-17,別看[貓 沒點]貓沒有點 = 獅子這是 [阿哥]說過 最經典的名句,-1.0,73505,"['別', '看', '[', '貓', ' ', '沒點', ']', '貓', '沒有', '點', ' ', '=', ' ', '獅子', '這', '是', ' ', '[', '阿哥', ']', '說', '過', ' ', '最', '經典', '的', '名句']"
1658584008745_F0DCU,2022-07-22,"我之前買過98,後來95賣掉。 如果買了可能要有點耐心。 之前很多人被套在100多。",-1.0,21286,"['我', '之前', '買', '過', '98', ',', '後來', '95', '賣', '掉', '。', ' ', '如果', '買', '了', '可能', '要', '有點', '耐心', '。', ' ', '之前', '很多', '人', '被', '套', '在', '100多', '。']"
1665690649297_F0DCU,2022-10-12,2008年錯過 現在又給你一次機會  結果還不珍惜🙃,-1.0,26252,"['2008年', '錯過', ' ', '現在', '又', '給', '你', '一', '次', '機會', ' ', ' ', '結果', '還', '不', '珍惜', '🙃']"
1683729986031_mobileM,2023-05-10,那比對寶佳呢 黑歷史比興富發好嗎,1.0,112741,"['那', '比對', '寶佳', '呢', ' ', '黑', '歷史', '比興', '富發', '好', '嗎']"
1690506610180_F0DCU,2023-07-27,非六都可以,-1.0,50832,"['非', '六', '都', '可以']"
1682476768189_PTT02R,2023-04-26,"這幾個月開始學習用短波賺錢

先後用英業達 雲品 世界來試試看

沒有概念不意外 當然被當韭菜割

不過自己也是操俗辣

不敢買整張 只敢買零股

小賠1200

後來學會看KD線 等黃金交叉

再順勢搭上碳權順風車

4/24買了一張1905華紙

價格在21.45

第一天就漲停板當然很興奮

昨天台股大跌也看的很抖

今天決定有賺到就好

所以掛在24.1賣出

幫自己下個月生日賺點零用錢吃Buffet

https://i.imgur.com/oGuQLQl.jpg





今天順勢買了500股的佳龍9955

有獲利再上來分享

以上是新手韭菜第一次短波獲利的心得

謝謝

--
",1.0,143874,"['這', '幾', '個', '月', '開始', '學習', '用', '短波', '賺錢', ' ', ' ', '先後', '用', '英業', '達 雲品', ' ', '世界', '來', '試試', '看', ' ', ' ', '沒有', '概念', '不', '意外', ' ', '當然', '被', '當', '韭菜', '割', ' ', ' ', '不過', '自己', '也', '是', '操俗辣', ' ', ' ', '不', '敢', '買', '整', '張', ' ', '只', '敢', '買', '零股', ' ', ' ', '小', '賠', '1200', ' ', ' ', '後來', '學', '會', '看', 'KD', '線 ', '等', '黃金', '交叉', ' ', ' ', '再', '順勢', '搭上', '碳權順', '風車', ' ', ' ', '4', '/', '24', '買', '了', '一', '張', '1905', '華紙', ' ', ' ', '價格', '在', '21.45', ' ', ' ', '第一天', '就', '漲停', '板', '當然', '很', '興奮', ' ', ' ', '昨天', '台股', '大跌', '也', '看', '的', '很', '抖', ' ', ' ', '今天', '決定', '有', '賺到', '就', '好', ' ', ' ', '所以', '掛', '在', '24.1', '賣出', ' ', ' ', '幫', '自己', '下', '個', '月', '生日', '賺點', '零用錢', '吃']"
1656651618297_PTT02R,2022-07-01,"1. 標的：6674.TW 鋐寶科技

2. 分類：多

3. 分析/正文：


主要從事網通產品生產銷售，客戶大多集中在歐洲，過去兩年受到疫情、缺料、缺櫃等不
利情況讓營運都相對保守，展望下半年歐洲會開始復甦，智慧家居的應用加上Wi-Fi 6/6E
也有機會迎來一波新的營運高峰。

量小股  自己斟酌

4. 進退場機制：20損


--
",-1.0,136753,"['1', '.', ' ', '標的', '：', '6674', '.', 'TW', ' 鋐寶', '科技', ' ', ' ', '2', '.', ' ', '分類', '：', '多', ' ', ' ', '3', '.', ' ', '分析', '/', '正文', '：', '   ', '主要', '從事', '網通', '產品', '生產', '銷售', '，', '客戶', '大多', '集中', '在', '歐洲', '，', '過去', '兩', '年', '受到', '疫情', '、', '缺料', '、', '缺櫃', '等', '不', ' 利', '情況', '讓', '營運', '都', '相對', '保守', '，', '展望', '下半年', '歐洲', '會', '開始', '復甦', '，', '智慧', '家居', '的', '應用', '加上', 'Wi-Fi', ' ', '6', '/', '6', 'E', ' ', '也', '有', '機會', '迎來', '一', '波', '新', '的', '營運', '高峰', '。', ' ', ' 量', '小', '股', '  ', '自己', '斟酌', ' ', ' ', '4', '.', ' ', '進', '退場', '機制', '：', '20', '損', ' ', '  ', '-', '-']"
1705654516681_mobileM,2024-01-19,nan,1.0,131953,['nan']
1655710111440_F01,2022-06-20,"大陸沒有像塔綠斑說的那樣可怕，幾個特例不代表整個大陸，台灣現在還到處還有收""清潔費""的怎麼辦?<BR>但也不代表好混，因為消費市場幾乎都飽和、過多了，幾乎是資本壟斷了，個人要開創一片天非常難。<BR>而且雖然說的話會通，但是腦子裡想的的東西跟觀念是幾乎不一樣，<BR>所以你要搞懂消費者的喜好也不容易，各地習慣也差很多，<BR>而咖啡這東西大陸根本沒幾個人懂得喝，你開一罐易開罐倒在杯子賣可能還賣得比你用心烘焙十年專業沖泡出來的賣得好，更不要說用一台幾十萬義式跟膠囊的差別了，星巴克在大陸到處開，那是給人裝B用的，喝的咖啡不是拿鐵不是咖布奇諾，是叫""我喝得起""的咖啡，能坐在裡面滿足大陸人愛面子裝樣子用的，除非你的咖啡能創造話題性，店裡裝潢能拍照上抖音，給人有高大上感，不然你只有""你認為的好喝""是沒多大用處的。",-1.0,76236,"['大陸', '沒有', '像', '塔綠斑', '說', '的', '那樣', '可怕', '，', '幾', '個', '特例', '不', '代表', '整', '個', '大陸', '，', '台灣', '現在', '還', '到處', '還', '有', '收', '""', '清潔費', '""', '的', '怎麼辦', '?', '<', 'BR', '>', '但', '也', '不', '代表', '好混', '，', '因為', '消費', '市場', '幾乎', '都', '飽和', '、', '過多', '了', '，', '幾乎', '是', '資本', '壟斷', '了', '，', '個人', '要', '開創', '一', '片', '天', '非常', '難', '。', '<', 'BR', '>', '而且', '雖然', '說', '的', '話', '會', '通', '，', '但是', '腦子', '裡', '想', '的', '的', '東西', '跟', '觀念', '是', '幾乎', '不', '一樣', '，', '<', 'BR', '>', '所以', '你', '要', '搞', '懂', '消費者', '的', '喜好', '也', '不', '容易', '，', '各', '地', '習慣', '也', '差很多', '，', '<', 'BR', '>', '而', '咖啡', '這', '東西', '大陸', '根本', '沒', '幾', '個', '人', '懂得', '喝', '，', '你', '開', '一', '罐', '易開罐', '倒', '在', '杯子', '賣', '可能', '還', '賣', '得', '比']"
1667366894763_mobileM,2022-11-02,中國被美國這樣搞 還會客氣嗎?? 表面笑臉 背後氣得牙癢癢  日本也是美債大國 也開始賣債  所以才會提到流動性問題,1.0,95092,"['中國', '被', '美國', '這樣', '搞', ' ', '還', '會', '客氣', '嗎', '?', '?', ' ', '表面', '笑臉', ' ', '背後', '氣得牙癢', '癢', ' ', ' ', '日本', '也', '是', '美債', '大國', ' ', '也', '開始', '賣', '債', ' ', ' ', '所以', '才', '會', '提到', '流動性', '問題']"
1656638788840_F01,2022-07-01,恭喜享受退休生活,-1.0,79540,"['恭喜', '享受', '退休', '生活']"
